2714,551,76,11,1,0,0,0,0,0
frame_21,675,0,965,240,droplet
frame_41,471,0,765,240,droplet
frame_41,517.15,33,557.15,73,cell
frame_61,460,0,749,240,droplet
frame_82,609,0,899,240,droplet
frame_102,516,0,805,240,droplet
frame_122,376,0,668,240,droplet
frame_142,386,0,673,240,droplet
frame_163,503,0,795,240,droplet
frame_183,503,0,792,240,droplet
frame_204,577,0,867,240,droplet
frame_224,531,0,821,240,droplet
frame_224,560.5416666666666,102,600.5416666666666,142,cell
frame_245,672,0,962,240,droplet
frame_265,689,0,979,240,droplet
frame_285,400,0,689,240,droplet
frame_285,575.075,127,615.075,167,cell
frame_307,661,0,949,240,droplet
frame_327,540,0,830,240,droplet
frame_347,384,0,674,240,droplet
frame_368,549,0,841,240,droplet
frame_388,557,0,847,240,droplet
frame_406,526,0,855,240,droplet
frame_415,420,0,760,240,droplet
frame_424,432,0,767,240,droplet
frame_433,406,0,739,240,droplet
frame_442,437,0,768,240,droplet
frame_442,585.2583333333333,40,625.2583333333333,80,cell
frame_451,340,0,677,240,droplet
frame_460,389,0,722,240,droplet
frame_460,403.6875,99,443.6875,139,cell
frame_460,646.5,90,686.5,130,cell
frame_469,421,0,750,240,droplet
frame_469,505.18333333333334,135,545.1833333333333,175,cell
frame_478,403,0,737,240,droplet
frame_487,522,0,857,240,droplet
frame_496,488,0,824,240,droplet
frame_505,489,0,825,240,droplet
frame_505,618.8,37,658.8,77,cell
frame_514,566,0,901,240,droplet
frame_522,314,0,649,240,droplet
frame_522,478.25,8,518.25,48,cell
frame_531,372,0,706,240,droplet
frame_540,410,0,746,240,droplet
frame_549,467,0,802,240,droplet
frame_558,503,0,842,240,droplet
frame_567,539,0,868,240,droplet
frame_576,516,0,855,240,droplet
frame_576,666.9125,130,706.9125,170,cell
frame_585,506,0,842,240,droplet
frame_594,503,0,836,240,droplet
frame_603,526,0,863,240,droplet
frame_612,490,0,826,240,droplet
frame_621,538,0,869,240,droplet
frame_630,528,0,865,240,droplet
frame_630,722.8375,151,762.8375,191,cell
frame_639,572,0,903,240,droplet
frame_639,677.5041666666666,196,717.5041666666666,236,cell
frame_648,557,0,888,240,droplet
frame_648,725.9458333333333,157,765.9458333333333,197,cell
frame_657,564,0,893,240,droplet
frame_666,513,0,849,240,droplet
frame_675,449,0,784,240,droplet
frame_684,325,0,657,240,droplet
frame_694,563,0,896,240,droplet
frame_694,623.475,137,663.475,177,cell
frame_703,379,0,711,240,droplet
frame_713,559,0,898,240,droplet
frame_722,549,0,886,240,droplet
frame_731,446,0,781,240,droplet
frame_740,443,0,777,240,droplet
frame_749,454,0,782,240,droplet
frame_758,434,0,769,240,droplet
frame_758,668.0416666666666,110,708.0416666666666,150,cell
frame_767,446,0,779,240,droplet
frame_767,591.1125,55,631.1125,95,cell
frame_776,430,0,765,240,droplet
frame_785,385,0,717,240,droplet
frame_794,339,0,671,240,droplet
frame_804,492,0,821,240,droplet
frame_804,573.4416666666667,116,613.4416666666667,156,cell
frame_804,711.8958333333333,79,751.8958333333333,119,cell
frame_813,411,0,746,240,droplet
frame_822,425,0,759,240,droplet
frame_831,335,0,670,240,droplet
frame_831,359.6666666666667,42,399.66666666666663,82,cell
frame_831,368.0416666666667,61,408.04166666666663,101,cell
frame_831,483.8958333333333,97,523.8958333333333,137,cell
frame_840,335,0,668,240,droplet
frame_849,335,0,669,240,droplet
frame_858,366,0,702,240,droplet
frame_858,453.8,115,493.8,155,cell
frame_867,453,0,787,240,droplet
frame_876,483,0,826,240,droplet
frame_885,527,0,864,240,droplet
frame_893,258,0,594,240,droplet
frame_902,294,0,628,240,droplet
frame_911,371,0,706,240,droplet
frame_911,482.20833333333337,201,522.2083333333334,241,cell
frame_920,340,0,675,240,droplet
frame_929,312,0,647,240,droplet
frame_938,291,0,627,240,droplet
frame_947,279,0,612,240,droplet
frame_947,451.8625,165,491.8625,205,cell
frame_957,535,0,868,240,droplet
frame_957,574.6625,99,614.6625,139,cell
frame_966,458,0,795,240,droplet
frame_966,533.4833333333333,85,573.4833333333333,125,cell
frame_975,371,0,705,240,droplet
frame_975,449.80833333333334,117,489.80833333333334,157,cell
frame_984,302,0,635,240,droplet
frame_984,440.17499999999995,100,480.17499999999995,140,cell
frame_994,560,0,897,240,droplet
frame_1003,509,0,836,240,droplet
frame_1012,464,0,802,240,droplet
frame_1021,342,0,675,240,droplet
frame_1030,343,0,675,240,droplet
frame_1030,614.8833333333333,100,654.8833333333333,140,cell
frame_1039,349,0,685,240,droplet
frame_1048,335,0,670,240,droplet
frame_1058,574,0,909,240,droplet
frame_1067,498,0,833,240,droplet
frame_1076,443,0,777,240,droplet
frame_1076,642.8833333333333,178,682.8833333333333,218,cell
frame_1076,649.8416666666667,193,689.8416666666667,233,cell
frame_1085,457,0,794,240,droplet
frame_1094,503,0,834,240,droplet
frame_1103,515,0,851,240,droplet
frame_1103,709.2,193,749.2,233,cell
frame_1112,548,0,887,240,droplet
frame_1121,577,0,908,240,droplet
frame_1130,565,0,894,240,droplet
frame_1139,438,0,774,240,droplet
frame_1148,435,0,762,240,droplet
frame_1157,455,0,789,240,droplet
frame_1166,375,0,707,240,droplet
frame_1166,455.98333333333335,63,495.98333333333335,103,cell
frame_1176,541,0,874,240,droplet
frame_1185,386,0,720,240,droplet
frame_1194,374,0,708,240,droplet
frame_1203,358,0,692,240,droplet
frame_1203,439.59166666666664,-1,479.59166666666664,39,cell
frame_1203,541.1833333333333,180,581.1833333333333,220,cell
frame_1212,390,0,726,240,droplet
frame_1221,356,0,690,240,droplet
frame_1230,316,0,647,240,droplet
frame_1240,462,0,796,240,droplet
frame_1240,710.5916666666667,38,750.5916666666667,78,cell
frame_1249,290,0,622,240,droplet
frame_1273,675,0,965,240,droplet
frame_1293,471,0,765,240,droplet
frame_1293,517.15,33,557.15,73,cell
frame_1313,460,0,749,240,droplet
frame_1334,609,0,899,240,droplet
frame_1354,516,0,805,240,droplet
frame_1374,376,0,668,240,droplet
frame_1394,386,0,673,240,droplet
frame_1415,503,0,795,240,droplet
frame_1435,503,0,792,240,droplet
frame_1456,577,0,867,240,droplet
frame_1476,531,0,821,240,droplet
frame_1476,560.5416666666666,102,600.5416666666666,142,cell
frame_1497,672,0,962,240,droplet
frame_1517,689,0,979,240,droplet
frame_1537,400,0,689,240,droplet
frame_1537,575.075,127,615.075,167,cell
frame_1559,661,0,949,240,droplet
